Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Image,Image.1,Image.2,Image.3,Image.4,Image.5,Image.6,Image.7,Image.8,Image.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00001177,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Gold Vanilla Ice Cream,  1 L Tub",1 L Tub,Litres,210,210,"Best selling Amul Vanilla ice cream in a new avatar
Taste of Real milk real ice cream.In the world of Amul Ice Cream, happiness and excitement go hand-in-hand with good health and delicious flavours. Crafted with the finest natural ingredients, Amul Ice creams will simply melt in your mouth leaving a smooth aftertaste. it's perfect for your taste buds.", , ,"GUJARAT COOPERATIVE MILK MARKETING FEDERATION LTD,  GA-Amulfed Dairy,  Bhat - 382428,  Dist. Gandhinagar",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40196311_2-amul-vanilla-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196311-2_2-amul-vanilla-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196311-3_2-amul-vanilla-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196311-4_2-amul-vanilla-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196311-5_2-amul-vanilla-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196311-6_1-amul-vanilla-gold-ice-cream.jpg,,,,,,Amul,1,1,'8901262174244,"'10012021000071, 10012021000251", , , , , , , , , , , , , , , , ,"Milk Solids, Sugar, Permitted Emulsifiers (e471) and Stabilisers (e407, 466, 415, 412) Contains Added Flavour (artificial Flavouring Substance -vanilla)",Open and consume.,"Gujarat Co-operative Milk Marketing Federation, Anand, Gujarat 388001","Nutritional Information* Per 100g Energy, Kcal 219 Total Fat, G 13.0 Saturated Fat, G 8.5 Trans Fat, G 0.5 Total Carbohydrate, G 21.8 Added Sugar, G 16.0 Protein, G 3.7 Calcium, Mg 170"
EU00001178,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Gold King Alphonso Ice Cream,  1 L Tub",1 L Tub,Litres,235,235,"Amul Real milk ice cream is now in a tub that enough for all your friends. Ice cream never goes out of fashion. It is an easy, delectable dessert.The amazing taste is sure to tame your sweet cravings. Indulge in the sweet goodness and please your tastebuds.", , ,"Kaira District Co-operative Milk Producers' Union Limited,  At Food Complex Mogar,  MOGAR,  ANAND - 388001.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40170502_4-amul-king-alphonso-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170502-2_5-amul-king-alphonso-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170502-3_5-amul-king-alphonso-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170502-4_5-amul-king-alphonso-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170502-5_5-amul-king-alphonso-gold-ice-cream.jpg,,,,,,,Amul,1,1,'40170502,'10012021000071, , , , , , , , , , , , , , , , ,"Milk Solids, Sugar, Mango Pulp (8%), Sugar Syrup (Sugar, Water), Permitted Emulsifier (E471) And Stabilizers (E407, E466, E415, E412)Contains Permitted Synthetic Food Colours (E102, E110) And Added Flavour (Artificial Flavouring Substances â Mango)",Ready to eat. Store it in frozen condition for best taste.,"Gujarat Co-operative Milk Marketing Federation Limited, Anand - 388001.",
EU00001179,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"kwality walls TriXy Cookie Cup,  110 ml Cup",110 ml Cup,ML,60,60,"Who doesn't like a surprise? Crushed into a creamy dessert, you'll recognize the unique crunchy and chocolatey little crumbs. This Kwality Walls Trixy Cookie - 3 Layers of Fun in a cup - Silky Chocolate Disc, Delicious Cookies and Cream and Crunch Cookies is all you need. With its rich unique taste and smooth creamy texture, One can have a truly delicious and unforgettable ice cream experience.", , ,"Hindustan Unilever Ltd.,   Plot No. A- 8/9,  MIDC - Malegaon,  Taluka - Sinnar,  Nasik - 422103 Maharashtra FSSAI - 10012022000217",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40209266_1-kwality-walls-trixy-cookie-cup.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40209266-2_1-kwality-walls-trixy-cookie-cup.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40209266-3_1-kwality-walls-trixy-cookie-cup.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40209266-4_1-kwality-walls-trixy-cookie-cup.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40209266-5_1-kwality-walls-trixy-cookie-cup.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40209266-6_1-kwality-walls-trixy-cookie-cup.jpg,,,,,,kwality walls,1,1,40209266,1.00E+13, , , , , , , , , , , , , , , , ,"Water, Compound Coating (25.3%) (Sugar, Edible Vegetable Oil (Soyabean), Cocoa Solids, Milk Solids, Cocoa Butter, Milk Fat, Emulsifier - E322, E476 and Contains Added Artificial Vanilla and Chocolate Flavouring Substances), Cookie Pieces (14.2%) (Refined Wheat Flour (Maida), Sugar, Refined Palm Oil, Cocoa Solids, Invert Sugar, Iodised Salt, Condensed Milk, Leavening Agents - (E500(ii) E503 (ii)",1. This is Ready to Eat... So just open the Pack and Enjoy !,"Hindustan Unilever Ltd (HUL), Unilever House,  B. D.Sawant Marg, Chakala, Andheri (East), Mumbai-400099, Maharashtra","NUTRITIONAL INFORMATION (Typical Values) Per Serving (68 g) (% GDA**/ serve): :

ENERGY (kcal) - 235 (12%),
Protein (g) - 2.9,
Carbohydrate (g) - 25.3,
Sugar (g) - 18.9 (21%),
Dietary Fibre (g) - 0.3
Total Fat (g) - 13.5 (19%),
Saturated Fat (g) - 5.3 (27%),
Trans Fat (g) 0.08,
Sodium (mg) - 50 (2%)"
EU00001180,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Rajbhog Ice Cream - Real Milk,  1 L Tub",1 L Tub,Litres,275,275,, , ,"Kaira District Co-operative Milk Producers' Union Limited,  Anand 388 001. At Food Complex Mogar,  Mogar. Lic. No. - 10014021001010.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40005430_1-amul-real-ice-cream-rajbhog.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40005430-2_1-amul-real-ice-cream-rajbhog.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40005430-3_1-amul-real-ice-cream-rajbhog.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40005430-4_1-amul-real-ice-cream-rajbhog.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40005430-5_1-amul-real-ice-cream-rajbhog.jpg,,,,,,,Amul,1,1,'4000543,'10012021000071, , , , , , , , , , , , , , , , ,,,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",
EU00001181,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Fruit 'n' Nut Fantasy Ice Cream - Real Milk,  1 L Tub",1 L Tub,Litres,215,215,Utterly delicious ice cream made from fresh milk available in a wide range of flavours and packs., , ,"Kaira District Co-operative Milk Producers' Union Limited,  Anand 388 001. At Food Complex Mogar,  Mogar. Lic. No. - 10014021001010.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40003798_1-amul-real-ice-cream-fruit-n-nut-fantasy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003798-2_1-amul-real-ice-cream-fruit-n-nut-fantasy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003798-3_1-amul-real-ice-cream-fruit-n-nut-fantasy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003798-4_1-amul-real-ice-cream-fruit-n-nut-fantasy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003798-5_1-amul-real-ice-cream-fruit-n-nut-fantasy.jpg,,,,,,,Amul,1,1,'8901262173483,'10012021000071, , , , , , , , , , , , , , , , ,"Fat -13% , Protein -4% , Added Sugar -15% , Also, added stabilizers, emulsifiers, colors, flavours. (Nuts, fruits, fruit pulp, topping etc. depending on flavor of ice cream).",,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.","Energy 115.0 kcal,Energy Fat 64.0 kcal,Total Fat 7.1 g,Saturated fat 4.9 g,Cholesterol 18.9 mg,Total Carbohydrate 10.7 g,Added Sugar 8.0 g,Protein 2.0 g,Calcium 95.0 mg,"
EU00001182,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Sundae Strawberry Magic Ice Cream - Real Milk,  1 L Tub",1 L Tub,Litres,190,190,Amul Real Strawberry Magic Ice Cream is quick and easy tasty ice cream. This uses fresh and chemical-free ingredients. Spoil without the bulge and build low fat and sugar free ice cream. The cream contains low fat and low sugar to create ice creams which are healthier than the ones sold outside which carry harmful ingredients and might not be even clean. It is soft and delightful tastes., , ,"Kaira District Co-operative Milk Producers' Union Limited,  Anand 388 001. At Food Complex Mogar,  Mogar. Lic. No. - 10014021001010.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40003799_1-amul-real-ice-cream-strawberry-real-magic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003799-2_1-amul-real-ice-cream-strawberry-real-magic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003799-3_1-amul-real-ice-cream-strawberry-real-magic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003799-4_1-amul-real-ice-cream-strawberry-real-magic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003799-5_1-amul-real-ice-cream-strawberry-real-magic.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003799-6_1-amul-real-ice-cream-strawberry-real-magic.jpg,,,,,,Amul,1,1,'8901262178082,'10012021000071, , , , , , , , , , , , , , , , ,"Ice Cream (88%), Milk and milk Products, Sugar, Permitted emulsifier (E471) and Stabilizers (E407, E466, E415, E412). Topping: (12%), Strawberry ripple (water, sugar, liquid glucose, permitted stabilizer (E440) and Citric Acid).",,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",
EU00001183,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"kwality walls Oreo Cornetto,  120 ml ",120 ml ,ML,65,65,Crunchy Oreo crumbs topped on a smooth chocolate disc and creamy vanilla ice cream mixed with oreo chunks. All this wrapped in an Oreo wafer cone that ends with the yummiest chocolate tip, , ,"(A) Hul,  Plot No. A-8/9,  Midc-Malegaon,  Taluka-Sinnar,  Nasik-422103,  Maharashtra ; (G)Spectra Foods and Beverages Pvt Ltd.,  Tadigadapa,  Vijayawada,  Krishna-521137,  Andhra Pradesh ; (I) Hul,  Hudbust No. 143,  Khasara No. 182,  183,  187/1,  Village- Kirpalpur,  Tehsil-Nalagarh,  Solan- 174101,  Himachal Pradesh(J) Hul,  No.1,  Transport Depot Road,  Kolkata - 700088,  West Bengal India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40124699_5-kwality-walls-frozen-dessert-cornetto-disc-oreo.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124699-2_3-kwality-walls-frozen-dessert-cornetto-disc-oreo.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124699-3_2-kwality-walls-frozen-dessert-cornetto-disc-oreo.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124699-4_1-kwality-walls-frozen-dessert-cornetto-disc-oreo.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124699-5_1-kwality-walls-frozen-dessert-cornetto-disc-oreo.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124699-6_1-kwality-walls-frozen-dessert-cornetto-disc-oreo.jpg,,,,,,kwality walls,1,1,'8901030771699,'40073022901897, , , , , , , , , , , , , , , , ,"Water, Compound Coating (21.95%)(Sugar, Palm Kernel Oil, Palm Oil, Cocoa Solids, Coconut Oil, Emulsifier - E 322, Salt, Contains added Artificial Vanilla Flavouring substance), Wafer Biscuit cone (14.63%)(Wheat Flour, Sugar, Cocoa Powder, Cocoa Poweder, Palm Oil, Emulsifier - 322, salts, contains added artificial Vanilla Flavouring substances), Oreo Biscuit - Crushed (10.98%)(Refined wheat flour, Sugar, Palmolein, invert syrup, cocoa solid (3%^), Leaving agents (500(II), 503(II), Edible salt, Emulsifier (322), and contains added flavour, (Nature identical flavouring Substances)(Contains Wheat, manufactured in equipments that also processes products containing milk), sugar, edible palm oil, milk solids, liquid glucose, Vegetable proteins (Soy), Emulsifier - 471, Stabilisers - 410, 412, 107)",,"Hindustan Unilever Limited (HUL), Unilever House; B.D.Sawant Marg, Chakala, Andheri, Mumbai - 400099, Maharashtra, India Best before 28-06-2023",
EU00001184,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Moroccan Dry Fruit Ice Cream - Real Milk,  1 L Tub",1 L Tub,Litres,250,250,The exquisite dry fruits of Morocco come together to offer you an ice cream thatÃÂ¢Ã¢âÂ¬Ã¢âÂ¢s as exotic as it sounds. It prepared by the fine quality ingredients. It gives mouthwatering flavor., , ,"Kaira District Co-operative Milk Producers' Union Limited,  Anand 388 001. At Food Complex Mogar,  Mogar. Lic. No. - 10014021001010.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40003795_1-amul-real-ice-cream-moroccan-dry-fruit.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003795-2_1-amul-real-ice-cream-moroccan-dry-fruit.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003795-3_1-amul-real-ice-cream-moroccan-dry-fruit.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003795-4_1-amul-real-ice-cream-moroccan-dry-fruit.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003795-5_1-amul-real-ice-cream-moroccan-dry-fruit.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40003795-6_1-amul-real-ice-cream-moroccan-dry-fruit.jpg,,,,,,Amul,1,1,'8901262173421,'10012021000071, , , , , , , , , , , , , , , , ,"Milk and Milk Products, Sugar, Almond Pieces, Pistachio pieces Permitted emulsifier [E471) and Stabilizers [E407, [E466, E415, E412].",,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",
EU00001185,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Lactose Free Ice Cream,  125 ml Plastic Cup",125 ml Plastic Cup,ML,30,30,"The ice cream is a boon for those who are lactose intolerant. Why miss out on ice cream, just because of lactose intolerance? Made from a special formulation and process, now enjoy milk-based ice cream without any worry from India's most trusted and loved brand.", , ,"GUJARAT COOPERATIVE MILK MARKETING FEDERATION LTD,  GA-Amulfed Dairy,  Bhat - 382428,  Dist. Gandhinagar,  LIC no 10012021000251",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40196083_1-amul-lactose-free-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196083-2_1-amul-lactose-free-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196083-3_1-amul-lactose-free-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196083-4_1-amul-lactose-free-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40196083-5_1-amul-lactose-free-ice-cream.jpg,,,,,,,Amul,1,1,'40196083,'10012021000071, , , , , , , , , , , , , , , , ,"Milk Solids, Sugar, Permitted Emulsifiers (E471) and Stabilisers (E407, 466, 415, 412) and Enzyme (Beta Galactosidase); Contains Added Flavour (Artificial Flavouring Substance -vanilla)",Open and consume. Keep refrigerated.,Gujarat Co-operative Milk Marketing Federation,
EU00001186,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"kwality walls Tender Coconut Frozen Dessert,  500 ml ",500 ml ,ML,229,229,"Like a cool summer breeze, I'll make you feel naturally refreshed, tenderly touched by clean, white coconut yum! I'm so deliciously cool, lose your heart to my softness", , ,"HINDUSTAN UNILEVER LTD,  UNILEVER HOUSE,  B.D.SAWANT MARG,  CHAKALA,  ANDHERI (EAST),  MUMBAI-400 099,  MAHARASHTRA, (A) HUL,  PLOT No. A-8/9,  MIDC -MALEGAON,  TALUKA- SINNAR, NASIK- 422 103,  MAHARASHTRAa",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40191815_4-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191815-2_3-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191815-3_3-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191815-4_3-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191815-5_3-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191815-6_1-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191815-7_1-kwality-walls-tender-coconut-tub-frozen-dessert.jpg,,,,,kwality walls,1,1,'40191815,'10013022001897, , , , , , , , , , , , , , , , ,"Water, Tender Coconut Preparation (18.7%) (Tender Coconut Pieces, Sugar, Coconut Milk, Coconut Water, Condensed Milk, Stabilisers - E412, 415 And Contains Added Nature Identical Flavoring Substance)","Order a tub, scoop it up and enjoy Kwality Wallâs Tender Coconut at its best. You could also add some milk and blend it into a delicious milkshake.","HINDUSTAN UNILEVER LTD, UNILEVER HOUSE, B.D.SAWANT MARG, CHAKALA, ANDHERI (EAST), MUMBAI-400 099, MAHARASHTRA,(A) HUL, PLOT No. A-8/9, MIDC -MALEGAON, TALUKA- SINNAR,NASIK- 422 103, MAHARASHTRAa",
EU00001187,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"kwality walls Oreo and Cream Frozen Dessert,  100 ml ",100 ml ,ML,60,45,"Who doesn't like a surprise? Crushed into a creamy dessert, you'll recognize the unique crunchy and chocolatey little crumbs. Itâ¬â¢s simply Oreo!", , ,"HINDUSTAN UNILEVER LTD,  UNILEVER HOUSE,  B.D.SAWANT MARG,  CHAKALA,  ANDHERI (EAST),  MUMBAI-400 099,  MAHARASHTRA, (A) HUL,  PLOT No. A-8/9,  MIDC -MALEGAON,  TALUKA- SINNAR, NASIK- 422 103,  MAHARASHTRAa",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40191816_3-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191816-2_3-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191816-3_3-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191816-4_3-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191816-5_3-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191816-6_1-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40191816-7_1-kwality-walls-oreo-cream-cup-frozen-dessert.jpg,,,,,kwality walls,1,1,'40191816,'10013022001897, , , , , , , , , , , , , , , , ,"Water, Sugar, Oreo Biscuit Crushed (13.1%), Refined Wheat Flour (Maida), Sugar, Palmolein, Invert Syrup, Cocoa Solids, Leavening Agents, Edible Salt, Emulsifier, Palm Oil, Milk Solids, Liquid Glucose, Vegetable Protein (soy), Emulsifier-E471, Stabilisers - E410, E412, E407",Order a cup and enjoy Kwality Wallâs Oreo and Cream at its best.,"HINDUSTAN UNILEVER LTD, UNILEVER HOUSE, B.D.SAWANT MARG, CHAKALA, ANDHERI (EAST), MUMBAI-400 099, MAHARASHTRA,(A) HUL, PLOT No. A-8/9, MIDC -MALEGAON, TALUKA- SINNAR,NASIK- 422 103, MAHARASHTRAa",
EU00001188,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul Gold Caramel Chocolate Ice Cream,  1 L Tub",1 L Tub,Litres,235,235,"Amul Real milk ice cream is now in a tub that enough for all your friends. Ice cream never goes out of fashion. It is an easy, delectable dessert.The amazing taste is sure to tame your sweet cravings. Indulge in the sweet goodness and please your tastebuds.", , ,"Kaira District Co-operative Milk Producers' Union Limited,  At Food Complex Mogar,  MOGAR,  ANAND - 388001.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40170504_2-amul-caramel-chocolate-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170504-2_6-amul-caramel-chocolate-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170504-3_6-amul-caramel-chocolate-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170504-4_6-amul-caramel-chocolate-gold-ice-cream.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40170504-5_6-amul-caramel-chocolate-gold-ice-cream.jpg,,,,,,,Amul,1,1,'8901262174145,'10012021000071, , , , , , , , , , , , , , , , ,"Milk Solids, Sugar, Cocoa Solids, Chocolate Ripple (Water, Sugar, Dextrose, Cocoa Solids, Permitted Stabilizer (E440)), Milk Chocolate Pieces (1%), Permitted Emulsifier (E471) And Stabilizers (E407, E466, E415, E412)Contains Permitted Synthetic Food Colour (E150D) And Added Flavour (Artificial Flavouring Substances â Milk Caramel Ãclair)",Ready to eat. Store it in a frozen condition for best taste.,"Gujarat Co-operative Milk Marketing Federation Limited, Anand - 388001.",
EU00001189,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"Amul King Alphonso Ice Cream,  1 L BoX",1 L Box,Litres,200,200,, , ,"Kaira District Co-operative Milk Producers' Union Limited,  Anand 388 001. At Food Complex Mogar,  Mogar. Lic. No. - 10014021001010.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40012982_3-amul-ice-cream-king-alphonso.jpg,,,,,,,,,,,Amul,1,1,40012982,, , , , , , , , , , , , , , , , ,"Milk and Milk products, Sugar, Mango Pulp, Permitted emulsifier (E471) and Stabilizer (E407, E466, E415, E412), Contain Permitted Synthetic Food Colour (E110) and Added Mango Flavours (Artificial Flavouring Substances), NutritionPer 100ml (Approx Values), Energy 111kcal, Total Fat 6.4g, Saturated Fat 4.1g, Trans Fat 0.0g, Total Carbohydrate 11.5g, Added Sugar 8.0g, Protein 1.8g, Calcium 95.0mg.",,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",
EU00001190,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,"kwality walls Fruit and Nut Frozen Dessert,  700 ml ",700 ml ,ML,219,219,"Its a delicious mess of contradictions. Succulent fruit and crunchy nuts trapped in scoops of creamy dessert. It is not just nice, its twice as nice! The magic you taste in every scoop comes from many years of experience in the fine art of frozen desserts. Kwality Walls passion for premium desserts combined with the finest ingredients brings you the richest and most exotic flavours from across the world. All so that you can indulge in a gratifying dessert experience, every time.", , ,"(A) HUL,  PLOT No. A-8/9,  MIDC-Malegaon,  Taluka-Sinnar,  Nasik-422103,  Maharashtra ; (G)SPECTRA FOODS and BEVERAGES PVT LTD.,  TADIGADAPA,  VIJAYAWADA,  KRISHNA-521137,  ANDHRA PRADESH ; (I) HUL,  HUDBUST NO. 143,  KHASARA NO. 182, 183, 187/1,  VILLAGE- KIRPALPUR,  TEHSIL-NALAGARH,  SOLAN- 174101,  HIMACHAL PRADESH(J) HUL,  NO.1,  TRANSPORT DEPOT ROAD,  KOLKATA - 700088,  WEST BENGAL",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40163757_3-kwality-walls-frozen-dessert-fruit-nut.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40163757-2_2-kwality-walls-frozen-dessert-fruit-nut.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40163757-3_2-kwality-walls-frozen-dessert-fruit-nut.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40163757-4_2-kwality-walls-frozen-dessert-fruit-nut.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40163757-5_2-kwality-walls-frozen-dessert-fruit-nut.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40163757-6_1-kwality-walls-frozen-dessert-fruit-nut.jpg,,,,,,kwality walls,1,1,'8901030735349,'10013022001897, , , , , , , , , , , , , , , , ,"Water, Hazelnut Flavoured Confectionery (12.4%), (Water, Sugar, Milk Solids, Palm Oil, Liquid Glucose, Maldoxtrein, Cocoa Solid, Emulsifier - E471, Stabiliser - E410, E412, Contains Permitted Synthetic Food Colour - E102, E122, E110, E133, E143 And Added Flavour - Artificial Hazelnut Flavouring Substances), Sugar, Palm Oil, Milk Solid, Liquid Glucose, Cashew Nuts(3.2%), Raisins (3.2%), Almond (1.6%), Vegetable Protein (soy), Emulsifier (E471), Stabilisers - E410, E412 E407. Contains Permitted Synthetic Food Colors - E102, E110, And Added Flavour - Nature Identical Flavouring Substance.","Order a tub, scoop it up and enjoy Kwality Walls Fruit and Nut at its best. You could also add some milk and blend it into a delicious milkshake.","Hindustan Unilever Limited (HUL), Unilever House; B.D.Sawant Marg, Chakala, Andheri, Mumbai - 400099, Maharashtra",
