Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Pack Size,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Hair Thickness,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00074947,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Fall Resist 3X Anti-Hairfall Conditioner 71.5ml,,,50-80 ML,1,LOreal,99,77,"What it is
Fall resist 3X anti-hairfall conditioner

What it does
It is known for nourishing scalp to improve micro circulation
The fall repair 3x range delivers a triple anti hair fall action nourishes the hair root 
Restructures hair fibre
Hair grows stronger
Prevent hair tips from split ends
With regular use your hair becomes strong and healthy


Fall Resist 3x Anti-Hair Fall Conditioner delivers a triple anti-hair fall action. Your hair is more resistant from the roots and is stronger, looks healthier and more beautiful. The formula helps deliver a triple anti-hair fall action instantly detangles and your hair is more resistant from root to tip. Fight Hair Fall From The Roots. Restructures Hair Fibre . Hair Grows Stronger
.",,,1,Units,Single,,"Omnitech Retail, L'Oreal India Pvt Ltd., Chakan, Pune - 410501",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealUnisexFallResist3XAnti-HairfallConditioner71.5ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealUnisexFallResist3XAnti-HairfallConditioner71.5ml_2.jpg,,,,,,(N),(Y),(N),,,,Unisex,Thinning and Hair Fall,,,,Regular,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074948,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Colourcure Tone Perfectingleave-In Conditioner with Amla & Tulsi - 100g,,,90-100 ML,1,ARATA,399,399,Colourcure Tone Perfecting Leave-In Conditioner with Amla & Tulsi,,,1,Units,Single,,"Supercom Net, Vedic Cosmeceuticals Pvt LtdB 31, Sector 85 Noida, 201305U.P., India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAColourcureTonePerfectingLeave-InConditionerwithAmla&Tulsi-100g_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAColourcureTonePerfectingLeave-InConditionerwithAmla&Tulsi-100g_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAColourcureTonePerfectingLeave-InConditionerwithAmla&Tulsi-100g_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ARATAColourcureTonePerfectingLeave-InConditionerwithAmla&Tulsi-100g_4.jpg,,,,(N),(Y),(N),,,,,Colour Protection,Amla,,,Paraben-Free,,,,,,Coloured Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074949,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Bio Green Apple Fresh Daily Purifying Shampoo & Conditioner 180ml,Green,,150-180 ML,1,Biotique,165,120,Bio Green Apple Fresh Daily Purifying Shampoo & Conditioner,,,1,Units,Single,,"Indiflashmart, Bio Veda Action Research Company, Khasra no 439/42, 441/43, 526/442/43, Mauja Rampur Ghat, Tehsil Poanta Sahib, Dist-Sirmour,Pin ? 173025 (H.P.)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueBioGreenAppleFreshDailyPurifyingShampoo&Conditioner180ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueBioGreenAppleFreshDailyPurifyingShampoo&Conditioner180ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueBioGreenAppleFreshDailyPurifyingShampoo&Conditioner180ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueBioGreenAppleFreshDailyPurifyingShampoo&Conditioner180ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,,,,,,,,Daily,"Green,Fresh",Regular,,Regular,Shampoo and Conditioner,,,,,,,,,,,,,
EU00074950,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Aloe Vera Anti Frizz & Hairfall Control Shampoo For Dry Hair - 200ml,Black,,190-200 ML,1,Just Herbs,625,468,"What it is:
Just Herbs Silky Strength Aloevera-Wheatgerm Moisturising shampoo for men and women 


What it does:
A specially formulated shampoo to penetrate the hair shaft, strengthen the roots and nourish the scalp, while effectively cleansing the hair without stripping off its natural oils. Aloe Vera, a potent natural moisturiser and conditioner stimulates the hair follicles while wheat germ oil fights free radicals and provides extra nourishment. Lecithin a phospholipids derived from soya beans, which emulates the cellular membrane, repairs damaged, dry and brittle hair while leaving your hair full and alive with abundant strength, bounce and volume. The therapeutic herbs hibiscus and vetiver help control dandruff, premature greying and split ends to promote growth of luxuriously shiny black hair.
Contains certified organic Aloe Vera and Hibiscus
Free from petrochemicals, parabens, SLS/SLES PEG/PPG, Genetically modified ingredients(GMO) and other synthetic ingredients",,,1,Units,Single,,"Apcos Naturals Pvt. LTD, Just Herbs;Apcos Naturals plot no 22 industrial focal point;phase 9;mohali;pincode 160062.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JustHerbsAloeVeraAntiFrizz&HairfallControlShampooForDryHair-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JustHerbsAloeVeraAntiFrizz&HairfallControlShampooForDryHair-200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JustHerbsAloeVeraAntiFrizz&HairfallControlShampooForDryHair-200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JustHerbsAloeVeraAntiFrizz&HairfallControlShampooForDryHair-200ml_4.jpg,,,,(N),(Y),(N),,,,"Women,Men",Thinning and Hair Fall,Aloe Vera,,,Herbal,Oil,"Synthetic,Natural,Organic",,,,Dry Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074951,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Professional Bonacure Scalp Genesis Root Activating Shampoo - 200ml,,,190-200 ML,1,Schwarzkopf PROFESSIONAL,1000,860,Professional Bonacure Scalp Genesis Root Activating Shampoo,,,1,Units,Single,,"BEAUTY IMPEX PRIVATE LIMITED, Henkel Adhesive Technologies India Pvt.Ltd.(IEC NO.0390014869) No,1028, Chettiar Agaram Road ,Rajiv Gandhi Nagar, Noombal,Venagaram, Chennai-17.",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SchwarzkopfPROFESSIONALProfessionalBonacureScalpGenesisRootActivatingShampoo-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SchwarzkopfPROFESSIONALProfessionalBonacureScalpGenesisRootActivatingShampoo-200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SchwarzkopfPROFESSIONALProfessionalBonacureScalpGenesisRootActivatingShampoo-200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SchwarzkopfPROFESSIONALProfessionalBonacureScalpGenesisRootActivatingShampoo-200ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,,,,,,,,,,Regular,,Regular,Shampoo,,,,,,,,,,,,,
EU00074952,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Rapid Reviver 6 Oil Nourish Deep Conditioner- 180ml,,,150-180 ML,1,LOreal,240,163,LOreal ParisRapid Reviver 6 Oil Nourish Deep Conditioner,,,1,Units,Single,,"Omnitech Retail, L'Oreal India Pvt Ltd., Chakan, Pune - 410501",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisRapidReviver6OilNourishDeepConditioner-180ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisRapidReviver6OilNourishDeepConditioner-180ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisRapidReviver6OilNourishDeepConditioner-180ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisRapidReviver6OilNourishDeepConditioner-180ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,,,,,Oil,,,,,Dry Hair,,,Conditioner,,,,,,,,,,,,,
EU00074953,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Healthy Ritual for Strengthening Hair Shampoo with Oat Milk & Honey 180ml,,,150-180 ML,1,Dove,185,157,Dove Women Healthy Ritual for Strengthening Hair Shampoo with Oat Milk & Honey,,,1,Units,Single,,"Truecom Retail, MFG. BY HINDUSTAN UNILEVER LTD., UNIT-8, PLOT No. 1-(1-H), SECTOR 1-A, INTEGRATED INDUSTRIAL ESTATE, RANIPUR , SIDCUL,HARIDWAR 249 403, UTTARAKHAND. M 1/C/UA/2010.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveHealthyRitualforStrengtheningHairShampoowithOatMilk&Honey180ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveHealthyRitualforStrengtheningHairShampoowithOatMilk&Honey180ml_2.jpg,,,,,,(N),(Y),(N),,,,Women,Damaged,Honey,,,Dermatologically Tested,,,,,,Damaged Hair,Normal,Regular,Shampoo,Strengthening,,,,,,,,,,,,
EU00074954,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Men Tick & Full Shampoo with Biotin & Collagen - 250ml,,,240-260 ML,1,HIVADO,550,550,Men Tick & Full Shampoo with Biotin & Collagen,,,1,Units,Single,,"NAVO LIFESTYLE PRIVATE LIMITED, Arius Formulation, R.S. No. 141/1, Plot No. 38 & 47, Navarkulam Main Road, Pattanur, Auroville (Post), Tamil Nadu Auroville Post Villupuram TN 605101 IN",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HIVADOMenTick&FullShampoowithBiotin&Collagen-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HIVADOMenTick&FullShampoowithBiotin&Collagen-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HIVADOMenTick&FullShampoowithBiotin&Collagen-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14HIVADOMenTick&FullShampoowithBiotin&Collagen-250ml_4.jpg,,,,(N),(Y),(N),,,,Men,Thinning and Hair Fall,Coconut,,,Sulfate-Free,,Collagen,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074955,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Advanced Hair Fall Solution Total Damage Care Conditioner-200ml,,,190-200 ML,1,Pantene,190,133,Advanced Hair Fall Solution Total Damage Care Conditioner,,,1,Units,Single,,"Supercom Net, Procter & Gamble, P&G Plaza, Cardinal Gracious Road, Andheri, 400099, Mumbai Maharashtra",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolutionTotalDamageCareConditioner-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolutionTotalDamageCareConditioner-200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolutionTotalDamageCareConditioner-200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PanteneUnisexAdvancedHairFallSolutionTotalDamageCareConditioner-200ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Damaged,Banana,,,,,,,,,Damaged Hair,Fine,Regular,Conditioner,,,,,,,,,,,,,
EU00074956,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Hyaluron Moisture 72H Moisture Filling Shampoo with Hyaluronic Acid - 340ml,,,300-350 ML,1,LOreal,419,419,Hyaluron Moisture 72H Moisture Filling Shampoo with Hyaluronic Acid,,,1,Units,Single,,"Omnitech Retail, Pritam International Pvt. Ltd. K. No. 138, Raipur Industrial Area, Roorkee, 247667, Uttarakhand.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureFillingShampoowithHyaluronicAcid-340ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureFillingShampoowithHyaluronicAcid-340ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureFillingShampoowithHyaluronicAcid-340ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureFillingShampoowithHyaluronicAcid-340ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Hyaluronic Acid,,,Hyaluronic Acid,,Hyaluronic Acid,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074957,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Bio Walnut Bark Volumizing Shampoo 180ml,,,150-180 ML,1,Biotique,165,120,Bio Walnut Bark Volumizing Shampoo,,,1,Units,Single,,"Indiflashmart, Bio Veda Action Research Company, Khasra no 439/42, 441/43, 526/442/43, Mauja Rampur Ghat, Tehsil Poanta Sahib, Dist-Sirmour,Pin ? 173025 (H.P.)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueBioWalnutBarkVolumizingShampoo180ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueBioWalnutBarkVolumizingShampoo180ml_2.jpg,,,,,,(N),(Y),(N),,,,,Daily Use,Walnut,,,,,,,,,Regular,,Regular,Shampoo,Volumizing,,,,,,,,,,,,
EU00074958,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Travel Size Hair Cleanser Bhringraj & Shikakai 50ml Shampoo,,,50ml,1,Forest Essentials,425,425,Bhringraj & Shikakai Hair Cleanser,,,1,Units,Single,,"Flashtech Retail, Mountain Valley Springs (I) Pvt. LtdE - 46 & 47Bhadrabad Industrial Area Bhadrabad Distt - Hardwar (Uttarakhand) PIN 249402",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsTravelSizeHairCleanserBhringraj&Shikakai50mlShampoo_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsTravelSizeHairCleanserBhringraj&Shikakai50mlShampoo_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsTravelSizeHairCleanserBhringraj&Shikakai50mlShampoo_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsTravelSizeHairCleanserBhringraj&Shikakai50mlShampoo_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Bhringraj,,,Sulfate-Free,,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074959,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Hair cleanser Bhringraj & Shikakai 200ml shampoo,,,200ml,1,Forest Essentials,1575,1575,"Hair Cleanser Bhringraj & Shikakai
Disclaimer: The packaging of the actual product may vary from the images shown on the website owing to the design amendments made by the brand/seller.",,,1,Units,Single,,"Flashtech Retail, Mountain Valley Springs (I) Pvt. LtdE - 46 & 47Bhadrabad Industrial Area Bhadrabad Distt - Hardwar (Uttarakhand) PIN 249402",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsUnisexHaircleanserBhringraj&Shikakai200mlshampoo_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsUnisexHaircleanserBhringraj&Shikakai200mlshampoo_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsUnisexHaircleanserBhringraj&Shikakai200mlshampoo_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ForestEssentialsUnisexHaircleanserBhringraj&Shikakai200mlshampoo_4.jpg,,,,(N),(Y),(N),,,,Unisex,Dandruff,Bhringraj,,,Cruelty-Free,,,,,,Normal,Normal,Sustainable,Shampoo,,,,,,,,,,,,,
EU00074960,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Optilong Nourish Protect Professional Nourishing Conditioner with Ceramide - 98g,,,90-100 ML,1,MATRIX,290,290,Opti Long Nourish Protect Professional Nourishing Conditioner with Ceramide,,,1,Units,Single,,"Flashstar Commerce, LOREAL INDIA PVT. LTD., CHAKAN, PUNE-410 501, M. LIC. NO.: MPD/C-44. N) PRITAM INTERNATIONAL PVT. LTD., K. NO. 138, RAIPUR INDUSTRIAL AREA, ROORKEE247667,UTTARAKHAND",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiLongNourishProtectProfessionalNourishingConditionerwithCeramide-98g_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiLongNourishProtectProfessionalNourishingConditionerwithCeramide-98g_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiLongNourishProtectProfessionalNourishingConditionerwithCeramide-98g_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiLongNourishProtectProfessionalNourishingConditionerwithCeramide-98g_4.jpg,,,,(N),(Y),(N),,,,,Split Ends,Ceramides,,,,,,,,,Dull Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074961,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Ayurvedic Volumizing Conditioning Shampoo 200ml,,,200-220 ML,1,Nuskhe by Paras,599,599,Ayurvedic Volumizing Conditioning Shampoo 200 ml,,,1,Units,Single,,"NATURE TOUCH NUTRITION, NATURES BOON THAKKARWAL ADJOINING BRITANNICA INTERNATIONAL CHOOL PAKHOWAL ROAD LUDHIANA 141013",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NuskhebyParasAyurvedicVolumizingConditioningShampoo200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NuskhebyParasAyurvedicVolumizingConditioningShampoo200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NuskhebyParasAyurvedicVolumizingConditioningShampoo200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NuskhebyParasAyurvedicVolumizingConditioningShampoo200ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Onion,,,Sulfate-Free,,,,,,Dull Hair,Normal,Regular,Shampoo,Volumizing,,,,,,,,,,,,
EU00074962,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Fructis Papaya Hair Food - Reparing Papaya Hair Mask For Damaged Hair 390ml,,,350-400 ML,1,Garnier,725,580,Fructis Repairing Hair Mask For Dry Hair Deep Repair Papaya Hair Food- 390 ml,,,1,Units,Single,,"RetailNet, LOREAL PRODUKTION DEUTSCHLAND Gmbh & Co. KG, HERTZSTRASSE 175, BADEN - WRTTEMBERG, D-76187 KARLSRUHE,GERMANY",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GarnierFructisPapayaHairFood-ReparingPapayaHairMaskForDamagedHair390ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GarnierFructisPapayaHairFood-ReparingPapayaHairMaskForDamagedHair390ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GarnierFructisPapayaHairFood-ReparingPapayaHairMaskForDamagedHair390ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GarnierFructisPapayaHairFood-ReparingPapayaHairMaskForDamagedHair390ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Papaya,,,Cruelty-Free,Mask,,,,,Damaged Hair,Normal,Regular,Conditioner,Repairing,,,,,,,,,,,,
EU00074963,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Green Apple Fresh Daily Purifying Shampoo & Conditioner 800ml,Green,,600 ML & Above,1,Biotique,670,462,Green apple fresh daily purifying shampoo and conditioner,,,1,Units,Single,,"Indiflashmart, Bioveda Action Research Company, Khasra No.439/42, 441/43, 526/442/43, Mauja Rampur Ghat, Tehsil-Paonta Sahib, Dist-Sirmour, Pin no-173025, HP",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueUnisexGreenAppleFreshDailyPurifyingShampoo&Conditioner800ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueUnisexGreenAppleFreshDailyPurifyingShampoo&Conditioner800ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueUnisexGreenAppleFreshDailyPurifyingShampoo&Conditioner800ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14BiotiqueUnisexGreenAppleFreshDailyPurifyingShampoo&Conditioner800ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Daily Use,,,,,,,,Daily,"Green,Fresh",Regular,Normal,Regular,Shampoo and Conditioner,,,,,,,,,,,,,
EU00074964,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,BhringAmla Shampoo with Bhringraj & Amla for Intense Hair Treatment 250ml,,,240-260 ML,1,Mamaearth,349,324,BhringAmla Shampoo with Bhringraj & Amla,,,1,Units,Single,,"Honasa Consumer Private Limited, Indo Herbal Products,Unit - 2, Plot No. 29, Sector 1B, IIE, Sidcul,Ranipur, Haridwar, 249403,",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthBhringAmlaShampoowithBhringraj&AmlaforIntenseHairTreatment250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthBhringAmlaShampoowithBhringraj&AmlaforIntenseHairTreatment250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthBhringAmlaShampoowithBhringraj&AmlaforIntenseHairTreatment250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthBhringAmlaShampoowithBhringraj&AmlaforIntenseHairTreatment250ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Onion,,,Dermatologically Tested,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074965,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Shiny & Bouncy Beer Conditioner - 200ml,,,190-200 ML,1,Park Avenue,195,117,Shiny & Bouncy Beer Conditioner,,,1,Units,Single,,"Flashstar Commerce, (A) Helios Packaging Pvt. Ltd., A-140, Ind.Area EPIP Neemrana, District - Alwar-301 705, Rajasthan. Mfg.Lic. No.: M Raj.2458-C. St. Ex. Lic. No.: 01/2018-2019. (B) Suhan Aerosol, J-1/8,Radheyshyam Industrial Complex, Vill. Asangaon, Tal.Shahapur, Dist. Thane - 421601, Maharashtra. Mfg. Lic. No.: MKD/C/450, St. Ex. Lic. No.: 92",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ParkAvenueShiny&BouncyBeerConditioner-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ParkAvenueShiny&BouncyBeerConditioner-200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14ParkAvenueShiny&BouncyBeerConditioner-200ml_3.jpg,,,,,(N),(Y),(N),,,,,Volumizing,Beer,,,,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074966,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Amla & Bhringraj Hair Cleanser 210ml,,,200-220 ML,1,Khadi Natural,299,209,"Suitable for which hair type
All hair types

What it is
A hair cleanser that prevents hair fall

What it does
It nourishes the scalp and roots, which control hair fall
It is enriched with reetha which is known to promote lustrous hair
Keeps the scalp hydrated and moisturised
It not only promotes hair growth but the new hair is much stronger and healthier",,,1,Units,Single,,"RetailNet, k-779/1 phirni road mundka industrial area near pepsi godown Delhi pincode:-110041",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiNaturalUnisexAmla&BhringrajHairCleanser210ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiNaturalUnisexAmla&BhringrajHairCleanser210ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiNaturalUnisexAmla&BhringrajHairCleanser210ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KhadiNaturalUnisexAmla&BhringrajHairCleanser210ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Dandruff,"Bhringraj,Amla",,,,,,,,,Regular,,Sustainable,Shampoo,,,,,,,,,,,,,
