Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Pack Size,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Hair Thickness,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00076870,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Smoothening & Reviving Everyday Shampoo - 200ml,,,190-200 ML,1,Lass Naturals,365,365,Smoothening & Reviving Everyday Shampoo,,,1,Units,Single,,"Ram Lal Inder Lal Pvt. Ltd., R.IAyurveda research labs 36/3A & 36/3B, Dilshad Garden Ind. Area, G.T Road 110095 NEW DELHI",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LassNaturalsSmoothening&RevivingEverydayShampoo-200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LassNaturalsSmoothening&RevivingEverydayShampoo-200ml_2.jpg,,,,,,(N),(Y),(N),,,,,Anti-Pollution,,,,Paraben-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076871,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Bhring-Onion Hair Care Shampoo - 300ml,,,280-300 ML,1,PUREST AYURVEDA,399,399,Bhring-Onion Hair Care Shampoo,,,1,Units,Single,,"M/S COLORCHEM INDUSTRIES LTD., COLORCHEM INDUSTRIES LIMITED Plot No 26 B&C, R R Compound, Sanwer Road Indore, COLORCHEM INDUSTRIES LIMITED Plot No 26 B&C, R R Compound, Sanwer Road Indore",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionHairCareShampoo-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionHairCareShampoo-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionHairCareShampoo-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionHairCareShampoo-300ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Onion,,,Sulfate-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076872,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Bhring-Onion Conditioner - 300ml,,,280-300 ML,1,PUREST AYURVEDA,499,499,Bhring and Onion Conditioner,,,1,Units,Single,,"M/S COLORCHEM INDUSTRIES LTD., COLORCHEM INDUSTRIES LIMITED Plot No 26 B&C, R R Compound, Sanwer Road Indore, COLORCHEM INDUSTRIES LIMITED Plot No 26 B&C, R R Compound, Sanwer Road Indore",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionConditioner-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionConditioner-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionConditioner-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14PURESTAYURVEDABhring-OnionConditioner-300ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Onion,,,Sulfate-Free,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076873,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Intense Repair Natural Shampoo for Dry & Damaged Hair - 300ml,,,280-300 ML,1,GROLET,549,549,Intense Repair Natural Shampoo for Dry & Damaged Hair,,,1,Units,Single,,"Capion Global PVT LTD, Capion Global Private Limited / 809, Raghuvir Textile Mall, Behind DR world, Aai Mata road, Surat, 395010",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GROLETIntenseRepairNaturalShampooforDry&DamagedHair-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GROLETIntenseRepairNaturalShampooforDry&DamagedHair-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GROLETIntenseRepairNaturalShampooforDry&DamagedHair-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GROLETIntenseRepairNaturalShampooforDry&DamagedHair-300ml_4.jpg,,,,(N),(Y),(N),,,,,Hair Growth,Keratin,,,Paraben-Free,,Natural,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076874,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Softening & Shining Fruit Conditioner - 115ml,,,100-150 ML,1,NatureNova Herbals,235,211,Softening & Shining Fruit Conditioner with Banana & Apple,,,1,Units,Single,,"NatureNova Herbals Private Limited, Shaoline Cosmetics Enterprise, Barasat, Surpara, Chandannagar, Hoogly, West Bengal 712 136",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NatureNovaHerbalsSoftening&ShiningFruitConditioner-115ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NatureNovaHerbalsSoftening&ShiningFruitConditioner-115ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NatureNovaHerbalsSoftening&ShiningFruitConditioner-115ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14NatureNovaHerbalsSoftening&ShiningFruitConditioner-115ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Banana,,,Paraben-Free,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076875,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Moroccan Argan Hair Conditioner 300ml,,,280-300 ML,1,TRUNEXT,599,599,Moroccan Argan Hair Conditioner,,,1,Units,Single,,"TIRUMALA NATURALS, Alaina Healthcare Pvt. Ltd. - Khasra No. 127-132, 707/133 & 685/608/32, Village Jharmajri, Baddi, Dist. Solan (H.P) - 174 103. INDIA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganHairConditioner300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganHairConditioner300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganHairConditioner300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganHairConditioner300ml_4.jpg,,,,(N),(Y),(N),,,,,Hair Growth,Argan Oil,,,Paraben-Free,,,,,,Normal,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076876,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Moroccan Argan Shampoo 300ml,,,280-300 ML,1,TRUNEXT,599,599,Moroccan Argan Shampoo 300ml,,,1,Units,Single,,"TIRUMALA NATURALS, Alaina Healthcare Pvt. Ltd. - Khasra No. 127-132, 707/133 & 685/608/32, Village Jharmajri, Baddi, Dist. Solan (H.P) - 174 103. INDIA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganShampoo300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganShampoo300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganShampoo300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14TRUNEXTMoroccanArganShampoo300ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Argan Oil,,,Cruelty-Free,,,,,,Normal,Fine,Regular,Shampoo,,,,,,,,,,,,,
EU00076877,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Professional Keratin Gloss Damage Repair & Split End Control Shampoo 250ml,,,250ml,1,KEHAIRTHERAPY,960,912,KEHAIRTHERAPY Professional Keratin Gloss Damage Repair & Split End Control Shampoo 250ml,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlShampoo250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlShampoo250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlShampoo250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlShampoo250ml_4.jpg,,,,(N),(Y),(N),,,,,Split Ends,Keratin,,,,,,,,,Damaged Hair,,Regular,Shampoo,,,,,,,,,,,,,
EU00076878,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Texture Control & Weightless Moisture Shampoo 250ml,,,250ml,1,KEHAIRTHERAPY,840,798,Texture Control & Weightless Moisture Shampoo 250ml,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYTextureControl&WeightlessMoistureShampoo250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYTextureControl&WeightlessMoistureShampoo250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYTextureControl&WeightlessMoistureShampoo250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYTextureControl&WeightlessMoistureShampoo250ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,,,,,,,,,,Regular,,Regular,Shampoo,,,,,,,,,,,,,
EU00076879,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Professional Keratin Gloss Damage Repair & Split End Control Conditioner,,,250 ML,1,KEHAIRTHERAPY,960,912,KEHAIRTHERAPY Professional Keratin Gloss Damage Repair & Split End Control Conditioner,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlConditioner_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlConditioner_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlConditioner_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepair&SplitEndControlConditioner_4.jpg,,,,(N),(Y),(N),,,,,Split Ends,Keratin,,,,,,,,,Damaged Hair,,Regular,Conditioner,,,,,,,,,,,,,
EU00076880,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Professional Keratin Gloss Damage Repair Color Protect Conditioner- 1000ml,,,1000ml,1,KEHAIRTHERAPY,3300,3135,Professional Keratin Gloss Damage Repair Color Protect Conditioner,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited, 2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepairColorProtectConditioner-1000ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepairColorProtectConditioner-1000ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepairColorProtectConditioner-1000ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYProfessionalKeratinGlossDamageRepairColorProtectConditioner-1000ml_4.jpg,,,,(N),(Y),(N),,,,,Colour Protection,Keratin,,,Cruelty-Free,,,,,,Coloured Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076881,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Keratin Infused 3X Moisture Shampoo with Extra Softness - 1000ml,,,600 ML & Above,1,KEHAIRTHERAPY,4500,4275,Keratin Infused 3X Moisture Shampoo with Extra Softness,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited, 2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureShampoowithExtraSoftness-1000ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureShampoowithExtraSoftness-1000ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureShampoowithExtraSoftness-1000ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureShampoowithExtraSoftness-1000ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Keratin,,,Cruelty-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076882,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Keratin Infused 3X Moisture Hair Conditioner With Extra Softness - 1000ml,,,600 ML & Above,1,KEHAIRTHERAPY,4500,4275,Keratin Infused 3X Moisture Hair Conditioner with Extra Softness,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited, 2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureHairConditionerWithExtraSoftness-1000ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureHairConditionerWithExtraSoftness-1000ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureHairConditionerWithExtraSoftness-1000ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKeratinInfused3XMoistureHairConditionerWithExtraSoftness-1000ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Keratin,,,Cruelty-Free,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076883,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,KT Professional Hydra Soft Texture Control Moisture Conditioner 250ml,,,250ml,1,KEHAIRTHERAPY,840,798,KT Professional Hydra Soft Texture Control Moisture Conditioner 250ml,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKTProfessionalHydraSoftTextureControlMoistureConditioner250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKTProfessionalHydraSoftTextureControlMoistureConditioner250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKTProfessionalHydraSoftTextureControlMoistureConditioner250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYKTProfessionalHydraSoftTextureControlMoistureConditioner250ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Green Tea,,,Cruelty-Free,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076884,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Ultra Smooth Keratin Shampoo with Extra Nourishment & Revitalizing - 1000ml,,,600 ML & Above,1,KEHAIRTHERAPY,3300,3135,Ultra Smooth Keratin Shampoo with Extra Nourishment & Revitalizing,,,1,Units,Single,,"CCIGMAA LIFESTYLES PRIVATE LIMITED, Ccigmaa Lifestyle Private Limited, 2nd Floor, Plot No.1, Compound No.1, Marol Cooperative Industrial Estate, Marol Maroshi Road, Andheri East, Mumbai 400059",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYUltraSmoothKeratinShampoowithExtraNourishment&Revitalizing-1000ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYUltraSmoothKeratinShampoowithExtraNourishment&Revitalizing-1000ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYUltraSmoothKeratinShampoowithExtraNourishment&Revitalizing-1000ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14KEHAIRTHERAPYUltraSmoothKeratinShampoowithExtraNourishment&Revitalizing-1000ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Keratin,,,Cruelty-Free,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076885,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Color Fixation Restorative Shampoo with Aloe Vera - 250ml,,,240-260 ML,1,SURYA Brasil,775,775,Color Fixation Restorative Shampoo with Aloe Vera,,,1,Units,Single,,"Gian Chand Darshan Lal, M/s Vedic Hindus Ind, Com Eireli, Paulo Oliveira 170 brazil 05551-020",Brazil,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeShampoowithAloeVera-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeShampoowithAloeVera-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeShampoowithAloeVera-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeShampoowithAloeVera-250ml_4.jpg,,,,(N),(Y),(N),,,,,Colour Protection,Aloe Vera,,,Sulfate-Free,,,,,,Coloured Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076886,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Color Fixation Restorative Hair Conditioner with Aloe Vera - 250ml,,,240-260 ML,1,SURYA Brasil,825,825,Color Fixation Restorative Hair Conditioner with Aloe Vera,,,1,Units,Single,,"Gian Chand Darshan Lal, M/s Vedic Hindus Ind, Com Eireli, Paulo Oliveira 170 brazil 05551-020",Brazil,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeHairConditionerwithAloeVera-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeHairConditionerwithAloeVera-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeHairConditionerwithAloeVera-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SURYABrasilColorFixationRestorativeHairConditionerwithAloeVera-250ml_4.jpg,,,,(N),(Y),(N),,,,,Colour Protection,Aloe Vera,,,Paraben-Free,,,,,,Coloured Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076887,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Shampoo with Hemp Seed Oil for All Skin Types 300ml,,,280-300 ML,1,Secret Organics,1199,1199,Shampoo with Hemp Seed Oil for All Skin Types,,,1,Units,Single,,"SeCreT Organics, Raina Ayurveda Research Lab, 108, Patparganj Industrial Area, New Delhi, 110092",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SecretOrganicsShampoowithHempSeedOilforAllSkinTypes300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SecretOrganicsShampoowithHempSeedOilforAllSkinTypes300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SecretOrganicsShampoowithHempSeedOilforAllSkinTypes300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SecretOrganicsShampoowithHempSeedOilforAllSkinTypes300ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,,,,Dermatologically Tested,Oil,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076888,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Organic Aloe Vera Hair Cleanser - 100ml,,,90-100 ML,1,LOVE EARTH,299,251,Organic Aloe Vera Hair Cleanser,,,1,Units,Single,,"Love Earth Pvt. Ltd., Love Earth Pvt. Ltd, A-145, WAZIRPUR INDUSTRIAL AREA, WAZIRPUR, North Delhi, 110052",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOVEEARTHOrganicAloeVeraHairCleanser-100ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOVEEARTHOrganicAloeVeraHairCleanser-100ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOVEEARTHOrganicAloeVeraHairCleanser-100ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOVEEARTHOrganicAloeVeraHairCleanser-100ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Aloe Vera,,,Cruelty-Free,,Organic,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076889,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Apple Cider Vinegar Conditioner - 250ml,,,240-260 ML,1,Fabindia,445,445,Apple Cider Vinegar Conditioner,,,1,Units,Single,,"FABINDIA LIMITED, KRAUTER HEALTHCARE LIMITED B-44, SEC-80, NOIDA, 201305, U.P., INDIA MFG. LICENCE NO.: UP16320000019",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarConditioner-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarConditioner-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarConditioner-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarConditioner-250ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Apple Cider Vinegar,,,Paraben-Free,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00076890,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Jasmine Tea Tree Chamomile Shampoo - 250ml,,,240-260 ML,1,Fabindia,395,395,Jasmine Tea Tree Chamomile Shampoo,,,1,Units,Single,,"FABINDIA LIMITED, PRITAM INTERNATIONAL PRIVATE LIMITED, KHASRA NO. 138, RAIPUR INDUSTRIAL AREA, BHAGWANPUR, ROORKEE, HARIDWAR, UTTARAKHAND 247 667 Mfg. Lic. No. : 10/C/UA/2013",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaJasmineTeaTreeChamomileShampoo-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaJasmineTeaTreeChamomileShampoo-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaJasmineTeaTreeChamomileShampoo-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaJasmineTeaTreeChamomileShampoo-250ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Tea Tree,,,Paraben-Free,,,,,,Oily,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00076891,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Apple Cider Vinegar Shampoo - 250ml,,,240-260 ML,1,Fabindia,425,425,Apple Cider Vinagar Shampoo 250 ml,,,1,Units,Single,,"FABINDIA LIMITED, PRITAM INTERNATIONAL PRIVATE LIMITED, KHASRA NO. 138, RAIPUR INDUSTRIAL AREA, BHAGWANPUR, ROORKEE, HARIDWAR, UTTARAKHAND 247 667 Mfg. Lic. No. : 10/C/UA/2013",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarShampoo-250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarShampoo-250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarShampoo-250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14FabindiaAppleCiderVinegarShampoo-250ml_4.jpg,,,,(N),(Y),(N),,,,,Thinning and Hair Fall,,,,,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
