L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Baking Cocoa, 50 g","Our Baking Cocoa imparts rich flavor and appearance. The cocoa powder is one of the alkalized product which ensures consistent results in each recipe. Puramate Baking Cocoa is milder in flavour and disperses more readily. It ran be used for baking, producing specialty drinks, and used in gluten-free recipes; make fudge brownies, chocolate cakes/cookies, hot cocoa/cafÇ© mocha.
weight: 50g, natural, vegetarian",50 g,g,50 g,1,1,75,75,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065117600'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205818_1-puramate-baking-cocoa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205818-2_1-puramate-baking-cocoa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205818-3_1-puramate-baking-cocoa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205818-4_1-puramate-baking-cocoa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205818-5_1-puramate-baking-cocoa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205818-6_1-puramate-baking-cocoa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect for baking and beverage-making, can be used to make luxuriously dark ice-creams or in Granola Bars too.","['EAN Code: 8907065117600', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Cocoa solids, Processing Acidity Regulator (E 501).",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Baking Vinegar, 300 ml Bottle",Add one teaspoon of Puramate Baking vinegar to yeast dough to help the dough to rise through gluten development. Brushing the crust with a little vinegar just before finishing baking will give you a shinier crust of Bread. You can also add a tablespoon of Puramate Baking Vinegar to your dough to make Pie Crusts flakier.,300 ml Bottle,ml,300 ml Bottle,1,1,45,45,"Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.",India,['8907065117358'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40211273_1-puramate-baking-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211273-2_1-puramate-baking-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211273-3_1-puramate-baking-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211273-4_1-puramate-baking-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211273-5_1-puramate-baking-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211273-6_1-puramate-baking-vinegar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This Baking Vinegar can aerate all kinds of baked goods. In case, it works along with the baking powder to add some fluff.","['EAN Code: 8907065117358', 'FSSAI Number: 11419850001020', 'Manufacturer Name & : Marvellous Overseas India Pvt Ltd, SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771.', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010.",-,-,-,"Water, Acidifying Agent 4.7%(E260)",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Blueberry Culinary Essence - Enhances Flavour & Fragrance, 30 ml Bottle","Essences are generally added to food to impart a particular flavour and colour to the beverage or any dish preparation. With varied flavours, you can become a Master Chef at home, ready to make any desired flavoured milkshake or water-based drink. It is basically a substance in a concentrated form that imparts flavour and fragrance to food preparations. With a drop of this essence, you can relish many food preparations.",30 ml Bottle,ml,30 ml Bottle,1,1,30,30,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065148611'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40247563_1-puramate-blueberry-culinary-essence-enhances-flavour-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247563-2_1-puramate-blueberry-culinary-essence-enhances-flavour-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247563-3_1-puramate-blueberry-culinary-essence-enhances-flavour-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247563-4_1-puramate-blueberry-culinary-essence-enhances-flavour-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247563-5_1-puramate-blueberry-culinary-essence-enhances-flavour-fragrance.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8907065148611', 'Manufactured by: SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Fssai details:11419850001020', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Propylene Glycol, Nature Identical Flavouring Substances, Artificial Flavouring Substances.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Boric Acid, 100 g","Boric Acid Powder has multipurpose household uses. It is effective against yeasts, and to a much lesser extent, against moulds and bacteria, to preserve food products and increase the elasticity and crispiness of foods. It is non-hazardous & harmless for human beings and can be used with bare hands. It can also be used as a cleanser, stain-remover, disinfectant and deodoriser.
weight: 100g",100 g,g,100 g,1,1,85,85,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40205827'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205827_1-puramate-boric-acid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205827-2_1-puramate-boric-acid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205827-3_1-puramate-boric-acid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205827-4_1-puramate-boric-acid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205827-5_1-puramate-boric-acid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205827-6_1-puramate-boric-acid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can also be used as a cleanser, stain-remover, disinfectant and deodoriser.","['EAN Code: 40205827', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,Boric Acid(E284),-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Bread Improver, 50 g","Puramate Bread improver is perfect in bread making to promote bread softness, increase bread baking elasticity and effectively delay bread aging. Improve bread tissue, make bread soft and elastic, and shorten the fermentation time of bread material. Add the product directly into the flour, or soy flour to make bread, bun, pastry, etc. Bread Improver is a dosage and improver.it shows good performance in rapid dough and fermented dough as well. it can also be used in fermented dough for making premium breads, buns rolls etc.Puramate Provides outstanding volume & regular shape to baked products. Bread improver is used in bread making to promote bread softness, increase bread baking elasticity and effectively delay bread aging. Improve bread tissue, make bread soft and elastic, and shorten the fermentation time of bread material. weight: 50g, vegetarian, shelf life: 12 months",50 g,g,50 g,1,1,45,45,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065108622'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205828_1-puramate-bread-improver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205828-2_1-puramate-bread-improver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205828-3_1-puramate-bread-improver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205828-4_1-puramate-bread-improver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205828-5_1-puramate-bread-improver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205828-6_1-puramate-bread-improver.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use 5 g (1 teaspoon) Puramate Bread Improver for 1 kg flour.,"['EAN Code: 8907065108622', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Soya Flour, Antioxidant (E300),Enzyme(Fungal Alpha Amylase, Hemicellulase, Glucose Oxidase),Wheat Flour, Anticaking(E341(iii))",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Brown Sugar, 100 g Carton","Sugar in the raw form is the perfect way to sweeten food and drinks. Its unrefined, golden crystals pack a sweet punch with the rich flavour of the sugar's naturally occurring molasses. These unrefined crystals keep the rich flavour and colour of their natural molasses to add a delicious sweetness to your food and drinks and an unmistakable crunch to cereal, oatmeal and on top of baked goods. Use this sugar anywhere you'd use standard sugar. It's great for cooking, baking and sweetening your coffee or tea.",100 g Carton,g,100 g Carton,1,1,45,45,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['89070665103788'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205830_1-puramate-brown-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205830-2_1-puramate-brown-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205830-3_1-puramate-brown-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205830-4_1-puramate-brown-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205830-5_1-puramate-brown-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205830-6_1-puramate-brown-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 89070665103788', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,Brown Cane Sugar,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Butterscotch Nuts, 50 g","Butterscotch nuts can be used as decorative toppings on baked treats or can be crushed It has got a buttery and a caramelized flavored that too with crunchiness. Butterscotch Nuts works as a delicious ornament on the top of desserts, shakes and cakes. These are delightful and have longer shelf life. weight: 100g, vegetarian",50 g,g,50 g,1,1,50,50,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40205831'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205831_1-puramate-butterscotch-nuts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205831-2_1-puramate-butterscotch-nuts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205831-3_1-puramate-butterscotch-nuts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205831-4_1-puramate-butterscotch-nuts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205831-5_1-puramate-butterscotch-nuts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205831-6_1-puramate-butterscotch-nuts.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Butterscotch Nuts works as a delicious ornament on the top of desserts, shakes and cakes.","['EAN Code: 40205831', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-09-2023', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Edible Vegetable Fat (Hydrogenated), Cashew Nuts & Corn Starch.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Caster Sugar, 100 g Carton","It is a type of sparkling white superfine sugar that dissolves instantly and is perfect for cold beverages, breakfast cereals, juices, dairy desserts, milk & puddings and fruit/salad dressing. Weight : 100 gm Store in a cool, hygienic and dry place.",100 g Carton,g,100 g Carton,1,1,40,40,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40205833'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205833_1-puramate-caster-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205833-2_1-puramate-caster-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205833-3_1-puramate-caster-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205833-4_1-puramate-caster-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205833-5_1-puramate-caster-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205833-6_1-puramate-caster-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40205833', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,Refined sugar,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Chocolate Sprinkle, 50 g","Put the finishing touch on all of your fun and festive baked treats with these chocolate sprinkles! Perfect for a consistent product that's sure to please you. Sprinkle these tiny, thin, rod-shaped confections into your signature cookie batter, top a flavorful ice cream sundae, or use them to garnish frosted cupcakes. Can also be sprinkled on cake pops, cookies, cakesicles and more. weight: 50g, vegetarian",50 g,g,50 g,1,1,75,75,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065109391'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205835_1-puramate-chocolate-sprinkle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205835-2_1-puramate-chocolate-sprinkle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205835-3_1-puramate-chocolate-sprinkle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205835-4_1-puramate-chocolate-sprinkle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205835-5_1-puramate-chocolate-sprinkle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205835-6_1-puramate-chocolate-sprinkle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add to cakes, cookies, puddings, kheer or even oatmeal. Decorate frozen desserts with these, only limited by your imagination.","['EAN Code: 8907065109391', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Cocoa Powder, Tapioca Starch, Glucose Powder, Humectant Glycerin, Artificial Flavour And Thickener Gum Arabic. Gluten-free.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Cocoa Powder, 50 g Bottle","Use Puramate Cocoa Powder in any recipe to make extra-rich in taste. Puramate cocoa powder is great for adding flavour to baked goods, sauces, cookies, icings and more.",50 g Bottle,g,50 g Bottle,1,1,70,70,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40205841'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205841_1-puramate-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205841-2_1-puramate-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205841-3_1-puramate-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205841-4_1-puramate-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205841-5_1-puramate-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205841-6_1-puramate-cocoa-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect for baking and beverage-making, can be used to make luxuriously dark ice-creams or in Granola Bars too.","['EAN Code: 40205841', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Low Fat Cocoa Powder, Nature Identical & Artificial Flavouring Substance ¨ú Chocolate Flavour",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Coloured Butterfly - Used For Garnishing, 50 g Box","Put the finishing touch on all of your fun and festive baked treats with these ! Coloured Butterfly Perfect for a consistent product that's sure to please you. Sprinkle these tiny, thin, rod-shaped colourful confections into your signature cookie batter, top a flavorful ice cream sundae, or use them to garnish frosted cupcakes. Can also be used on cake pops, cookies, cakesicles and more.",50 g Box,g,50 g Box,1,1,75,75,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065175365'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40247558_1-puramate-coloured-butterfly-used-for-garnishing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247558-2_1-puramate-coloured-butterfly-used-for-garnishing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247558-3_1-puramate-coloured-butterfly-used-for-garnishing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247558-4_1-puramate-coloured-butterfly-used-for-garnishing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247558-5_1-puramate-coloured-butterfly-used-for-garnishing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247558-6_1-puramate-coloured-butterfly-used-for-garnishing.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8907065175365', 'Manufactured by: SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Fssai details:11419850001020', 'Country of Origin: India', 'Best before 02-09-2023', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Rice Flour, Palm Oil, Tapioca Starch, Glucose Powder, Cellulose Gum, Gum Arabic, Xanthan Gum, Monoglycerides Ester Of Acetic Acid, Natural Vanilla Flavour And Magnesium Silicate And Synthetic Food Colours (E102, E127, E133, E122)",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Cooker Cake Mix - Chocolate, 175 g","Bring a homemade taste to your next celebration by baking a fresh and delicious. Celebrate birthdays and special occasions or, make for those ¨ÖÇìjust because¨ù moments. There¨ÇÑÇs not a good time to eat cake! Easy to prepare; just add water, oil. Get Your Betty On with Red Velvet Cake mix! Thank you for welcoming us into your home. We hope what's inside this box helps you bring more love to your table. Celebrate birthdays and special occasions. It is always a great time to eat cake! It is a premium quality egg free veg cake premix for producing high volume eggless vegetarian cakes. It gives fine,uniform crumb structure giving sponginess to the cakes. Egg-Free Chocolate Premix classic is made with premium quality. It is a treat for both adults and kids. Quick and easy to prepare, the chocolate premix can be used for making cake, brownies, muffins, for dessert. Ideal for making smoothies. Checked on various quality parameters, this Egg-Free Chocolate Premix classic is best known for unadulterated nature, attractive aroma and mouth-watering taste. This amazing premix is a yummy combination of tasteful ingredients. Its scrumptious taste is what makes it a fantastic, giving a tongue-tickling.Decorate it with puramate whipping cream powder to give a fancy look. Puramate's egg less cooker cake mix chocolate lets you make rich & soft cake so quick and easy.just add oil & water as directed and put in the cooker for a sweet treat for celebration or at any time of day weight: 175g",175 g,g,175 g,1,1,110,110,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065114999'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205845_1-puramate-cooker-cake-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205845-2_1-puramate-cooker-cake-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205845-3_1-puramate-cooker-cake-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205845-4_1-puramate-cooker-cake-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205845-5_1-puramate-cooker-cake-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205845-6_1-puramate-cooker-cake-mix-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pre-heat oven to 170∞ C In a bowl, empty contents of the pack, water, oil. Mix with a spoon for 2 minutes till no lumps are seen in the batter. Spread a few drops of vegetable oil or butter in baking pan and grease well. Pour batter till 3/4th height of the pan. Keep the pan in the preheated oven and bake for 30-35 mins. Or Microwave for 4-5 mins. Remove from oven when a knife inserted in cake comes out clean. Let cake cool in the pan for 30 minutes. Scrape the sides with a knife and flip the cake onto a plate. Decorate and enjoy!","['EAN Code: 8907065114999', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 18-07-2023', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Refined Wheat Flour(Maida), Sugar, Whey Protein, Baking Powder, Cocoa Solids(6%), Chocolate Flavour Hydrognated vegetable oil, Iodised Salt, Emulsifiers and Stabilizers (E471,E477,E415) RaisingAgents E500(ii), E341(i),E341(ii), Colour(E150a,E151,E155)",-,-,-,-
