L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Glycerol Monostearate Powder - Anti-Caking Agent, Thick, 50 g Box","Puramate Glycerol Monostearate (GMS) is an emulsifier, thickening and anti-caking agent. In the food industry, GMS is used to add body to desserts like ice cream and whipped cream. It can also be used as a preservative or as a protective coating. It is responsible for giving ice cream and whipped cream its smooth texture. It is sometimes used as an anti-staling agent in bread. It is nontoxic & therefore very suitable for use in food formulation.
Benefits 
 GMSgive cakes of good volume. 
 Improve bread texture, and retard staling
 Improve aeration of doughs",50 g Box,g,50 g Box,1,1,40,40,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40247552'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40247552_1-puramate-glycerol-monostearate-powder-anti-caking-agent-thick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247552-2_1-puramate-glycerol-monostearate-powder-anti-caking-agent-thick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247552-3_1-puramate-glycerol-monostearate-powder-anti-caking-agent-thick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247552-4_1-puramate-glycerol-monostearate-powder-anti-caking-agent-thick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247552-5_1-puramate-glycerol-monostearate-powder-anti-caking-agent-thick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247552-6_1-puramate-glycerol-monostearate-powder-anti-caking-agent-thick.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40247552', 'Manufactured by: SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Fssai details:11419850001020', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,GMS (E471).,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Gulab Jamun - Dessert Mix, 175 g","Puramate Gulab Jamun is the best way to quickly make your favourite dessert for special occasions. Who does not love desserts? if you do not have the time or prepare an elaborate desi dessert from scratch then the Puramate Gulab Jamun mix is the perfect solution for you. Whether you have guests, or simply want to enjoy a lovely meal and dessert with family, the Puramate Gulab Jamun Mix is the best choice. These Jamuns are super tasty, soft and full of flavour and will leave you wanting more. Explore a wide range of delicious and sweet desserts, dessert decorations and more from Puramate only on Big Basket.",175 g,g,175 g,1,1,80,80,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771 & Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",India,['40222516'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40222516_1-puramate-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222516-2_1-puramate-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222516-3_1-puramate-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222516-4_1-puramate-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222516-5_1-puramate-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222516-6_1-puramate-gulab-jamun.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40222516', 'FSSAI No: 11419850001020', 'Manufactured & Marketed by: SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771 & Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-09-2023', '","SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771 & Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Refined Wheat Flour, Milk Solids, Partially Hydrogenated Oil (Palmolein oil and sesame oil), leavening Agent (E500ii), and Acidity Regulator (E296).",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Gulab Jamun - Dessert Mix, Makes In 3 Steps & 30 Mins, 175 g (Buy 1 Get 1 Free)","Puramate Gulab Jamun is the best way to quickly make your favourite dessert for special occasions. Who does not love desserts? if you do not have the time or prepare an elaborate desi dessert from scratch then the Puramate Gulab Jamun mix is the perfect solution for you. Whether you have guests, or simply want to enjoy a lovely meal and dessert with family, the Puramate Gulab Jamun Mix is the best choice. These Jamuns are super tasty, soft, and full of flavour and will leave you wanting more. Explore a wide range of delicious and sweet desserts, dessert decorations and more from Puramate only on Big Basket.",175 g (Buy 1 Get 1 Free),g,175 g (Buy 1 Get 1 Free),1,1,130,130,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771 & Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",India,['8907065185067'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40281597_1-puramate-gulab-jamun-dessert-mix-makes-in-3-steps-30-mins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281597-2_1-puramate-gulab-jamun-dessert-mix-makes-in-3-steps-30-mins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281597-3_1-puramate-gulab-jamun-dessert-mix-makes-in-3-steps-30-mins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281597-4_1-puramate-gulab-jamun-dessert-mix-makes-in-3-steps-30-mins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281597-5_1-puramate-gulab-jamun-dessert-mix-makes-in-3-steps-30-mins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281597-6_1-puramate-gulab-jamun-dessert-mix-makes-in-3-steps-30-mins.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add in parts, 70-80 ml of Milk/Water gradually to the Puramate Gulab Jamun Mix (For better results use milk) knead gently into a soft dough, and keep aside for 5 min. Apply oil/ghee on both palms and shape the dough into small balls.
Deep fry in oil/ghee over medium flame, until golden brown. Take out and drain excess oil. Keep aside for 1 minute.
Soak the fried Gulab Jamun in hot sugar syrup (20 minutes), until they completely absorb the syrup and serve.","[{'EAN Code': '8907065185067'}, {'FSSAI No': '11419850001020'}, {'Manufactured & Marketed by': 'SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771 & Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010'}, {'Country of origin': 'India'}]","SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771 & Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Refined Wheat Flour, Milk Solids (35%), Partially Hydrogenated Oil (Palmolein oil and sesame oil), leavening Agent (E500ii), Acidity Regulator (E296).",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Hot Chocolate, 100 g","Try Puramate Hot Chocolate & Permit yourself a daily indulgence of dark chocolate that is smooth and creamy satisfaction in only a sip! Puramate Hot Chocolate is easy to make, and has an intense chocolate flavour. Garnish with whipped cream or marshmallows. Mix with your favourite milk or add to your recipes when baking.",100 g,g,100 g,1,1,70,70,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065103931'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205874_1-puramate-hot-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205874-2_1-puramate-hot-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205874-3_1-puramate-hot-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205874-4_1-puramate-hot-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205874-5_1-puramate-hot-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205874-6_1-puramate-hot-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Garnish with whipped cream or marshmallows. Mix with your favourite milk or add to your recipes when baking.,"['EAN Code: 8907065103931', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Cocoa Powder, Contains Added Artificial And Natural Identical Flavouring Substances",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Ice Cream Mix - Chocolate, 100 g","Theres always a room for ice cream! With puramate ice cream mix, you are well prepared for a rush on hot days and can always offer ice cream in the winter. Ready to use, our ice cream mixes are designed to be quickly and easily prepared. Enjoy the delicious simplicity of creamy ice cream mix or add your own touch by mixing in nuts, candy, or toppings. Puramate ice cream mix is indulgent, wholesome and fun. Puramates ice-cream powder premix makes it easier for you to make pure and hygienic homemade ice creams of your choice. You can make mouth-watering ice creams using fresh cream, fruit, or fruit pulps. Ice creams taste even more delicious when had with puramates ice cream premixes. It makes delicious ice cream in the comfort of home. Instant mix to make delicious ice creams in a convenient way. Just mix/whip with chilled milk and freeze, your delicious ice cream is ready to serve and enjoy the magic taste ice cream mix. Everybody knows nothing compares to homemade ice cream ì especially when its made with our puramate ice cream mix. The special recipes for our puramate ice cream mixes deliver a deliciously sweet and creamy flavour thats worth screaming for.
Our Ice Cream Mixes are designed to be quickly and easily prepared. Enjoy the delicious simplicity of creamy ice cream mix or add your own touch by mixing in nuts, candy, or toppings, Puramate Ice Cream Mix is indulgent wholesome and fun weight: 100g, vegetarian, flavor: chocolate",100 g,g,100 g,1,1,48,48,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40205876'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205876_1-puramate-icecream-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205876-2_1-puramate-icecream-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205876-3_1-puramate-icecream-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205876-4_1-puramate-icecream-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205876-5_1-puramate-icecream-mix-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205876-6_1-puramate-icecream-mix-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Directions
Set refrigerator to the coldest temperature to 30 minutes before preparation.
Take 500 ml milk and 100 g ice cream mix. Mix it thoroughly
Boil the mixture with continuous stirring for 3 to 4 minutes. Remove the container from the stove and allow it to cool (room temperature)
Refrigerate the mixture in a closed airtight container. Remove mixture from the refrigerator, when frozen, break it into small pieces.
Beat in a mixer (food processor) at low speed for about 1 minute or until the mixture is smooth.
Pour the mixture into the container and freeze again until ready to serve. Avoid using glass or plastic container.","['EAN Code: 40205876', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-09-2023', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Starch, Cocoa Solids, Dextrose, Emulsifier (INS 412), Artificial Flavouring Substance (Chocolate & Vanilla), Stabilizer (INS 331), Tricalcium Phosphate (INS 341 (iii)).",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Ice Cream Mix - Mango, 100 g","Theres always a room for ice cream! With puramate ice cream mix, you are well prepared for a rush on hot days and can always offer ice cream in the winter. Ready to use, our ice cream mixes are designed to be quickly and easily prepared. Enjoy the delicious simplicity of creamy ice cream mix or add your own touch by mixing in nuts, candy, or toppings. Puramate ice cream mix is indulgent, wholesome and fun. Puramates ice-cream powder premix makes it easier for you to make pure and hygienic homemade ice creams of your choice. You can make mouth-watering ice creams using fresh cream, fruit, or fruit pulps. Ice creams taste even more delicious when had with puramates ice cream premixes. It makes delicious ice cream in the comfort of home. Instant mix to make delicious ice creams in a convenient way. Just mix/whip with chilled milk and freeze, your delicious ice cream is ready to serve and enjoy the magic taste ice cream mix. Everybody knows nothing compares to homemade ice cream ì especially when its made with our puramate ice cream mix. The special recipes for our puramate ice cream mixes deliver a deliciously sweet and creamy flavour thats worth screaming for.""
Our Ice Cream Mixes are designed to be quickly and easily prepared. Enjoy the delicious simplicity of creamy ice cream mix or add your own touch by mixing in nuts, candy, or toppings, Puramate Ice Cream Mix is indulgent wholesome and fun flavor: mango",100 g,g,100 g,1,1,48,48,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40205878'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205878_1-puramate-icecream-mix-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205878-2_1-puramate-icecream-mix-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205878-3_1-puramate-icecream-mix-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205878-4_1-puramate-icecream-mix-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205878-5_1-puramate-icecream-mix-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205878-6_1-puramate-icecream-mix-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Directions
Set refrigerator to the coldest temperature to 30 minutes before preparation.
Take 500 ml milk and 100g ice cream mix. Mix it thoroughly
Boil the mixture with continuous stirring for 3 to 4 minutes. Remove the container from the stove and allow it to cool (room temperature)
Refrigerate the mixture in a closed airtight container. Remove mixture from the refrigerator, when frozen, break it into small pieces.
Beat in a mixer (food processor) at low speed for about 1 minute or until the mixture is smooth.
Pour the mixture into the container and freeze again until ready to serve. Avoid using glass or plastic container.","['EAN Code: 40205878', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-09-2023', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Starch, Dextrose, Emulsifier (INS 412), Artificial Flavouring Substance (Mango), Stabilizer (INS 331), Tricalcium Phosphate (INS 341 (iii)), Permitted Synthetic Food Colour (INS 102 & INS 110).",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Icing Sugar, 100 g Carton","Puramate Icing sugar is a finely ground sugar produced by milling granulated sugar into a powdered state. Use it principally to make icing or frosting and other cake decorations. Weight : 100 gm Store in a cool, hygienic and dry place.",100 g Carton,g,100 g Carton,1,1,30,30,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065096066'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40205882_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205882-2_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205882-3_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205882-4_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205882-5_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205882-6_1-puramate-icing-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8907065096066', 'FSSAI No: 11419850001020', 'Manufacturer Name and : SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Country of origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Refined Sugar (97%), Edible Starch",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Icing Sugar, 500 g",Puramate Icing sugar is a finely ground sugar produced by milling granulated sugar into a powdered state. Use it principally to make icing or frosting and other cake decorations. Icing sugar is a wonderful mix of refined sugar and edible starch. It can be used to decorate desserts and cakes. It has a smooth and finely granulated texture and can be a wonderful addition to your desserts. It can be an ideal addition for anyone who roots for well-presented food that is also tasty.,500 g,g,500 g,1,1,105,105,"Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",India,['40217642'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40217642_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-2_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-3_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-4_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-5_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-6_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-7_1-puramate-icing-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217642-8_1-puramate-icing-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40217642'}, {'FSSAI No': '11419850001020'}, {'Manufactured & Marketed by': 'Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010'}, {'Country of origin': 'India'}]","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Refined Sugar (97%), Edible Starch.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Instant Chocolate Mousse - Smooth Texture, Rich Flavour, 100 g Box","PURAMATE Chocolate Flavour Mousse Mix is a free-flowing powdered mix with a rich, full flavour of chocolate. While it is ideal for tempting desserts that require very little preparation, you can also use it as a creative base for traditional or modern dessert, cake topping and classic mousse.",100 g Box,g,100 g Box,1,1,105,105,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['8907065158542'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40247544_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-2_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-3_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-4_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-5_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-6_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-7_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247544-8_1-puramate-instant-chocolate-mousse-smooth-texture-rich-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8907065158542', 'Manufactured by: SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Fssai details:11419850001020', 'Country of Origin: India', 'Best before 02-09-2023', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,"Sugar, Glucose Syrup, Hydrogenated Vegetable Oil (Palm & Coconut), Cocoa Powder, Emulsifier (E471, E472a), Modified Potato Starch, Stabilizer (E340ii), Thickener (E401, E412), Flavouring (Chocolate).",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Puramate,"Puramate Instant Dry Yeast - Makes Bread Soft & Fluffy, 25 g Box","Instant dry yeast that sets the quality standard, suitable for almost every recipe and every baking technique (doughs, puff pastries, sweet dough with up to 10% sugar). Because of the low moisture content, the yeast is in a semi-active state and therefore can withstand a longer period of storage without losing on the activity of dough brewing.
1. It is made from the selected high activity and high osmotic pressure-resistant yeast strains and is suitable for the production of a variety of bread recipes with high glucose (25%) and high oil (20%).
2. It can effectively shorten the dough fermentation time;
3. It makes the bread a good expansion in the oven and meets the expansion requirements of different fermentation processes (such as direct dough and sponge dough method). It makes the bread with good expansion and a large volume.
4. It makes the products in uniform color, with delicate internal organization and good taste. Instant Dry Yeast is used as a leavening agent for baking bread and other related bakery products. It plays an essential role in the fermentation process. The fine granules of Instant yeast hasten re-hydration and activate instantly. It can be even directly added to the dry ingredients without rehydrating or proofing first. baking. Simply add directly to dough and prepare soft, fluffy and tasty bread.",25 g Box,g,25 g Box,1,1,45,45,"SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771",India,['40247546'],['11419850001020'],https://datalabs.siva3.io/image/Eunimart_groceries_40247546_1-puramate-instant-dry-yeast-makes-bread-soft-fluffy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247546-2_1-puramate-instant-dry-yeast-makes-bread-soft-fluffy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247546-3_1-puramate-instant-dry-yeast-makes-bread-soft-fluffy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247546-4_1-puramate-instant-dry-yeast-makes-bread-soft-fluffy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247546-5_1-puramate-instant-dry-yeast-makes-bread-soft-fluffy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247546-6_1-puramate-instant-dry-yeast-makes-bread-soft-fluffy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40247546', 'Manufactured by: SK Compound, Lasudia Mori, Indore, Madhya Pradesh 453771', 'Marketed by: Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010', 'Fssai details:11419850001020', 'Country of Origin: India', 'Best before 02-03-2024', '","Puramate India Pvt. Ltd., WA-143, Scheme No. 94, Sector-A, Near Bombay Hospital, Ring Road, Indore, Madhya Pradesh 452010",-,-,-,Dry Yeast,-,-,-,-
